,adId,url,address,province,latitude,longitude,rent,utilities,description,Furnished,Bathrooms,Bedrooms,For Rent By,Pet Friendly,Water,Heat,Hydro,Agreement Type,Parking Included,Accessible Washrooms in Suite,Audio Prompts,Braille Labels,Elevator in Building,Storage Space,Internet,Cable / TV,Visual Aids,Barrier-free Entrances and Ramps,Bicycle Parking,24 Hour Security,Concierge,Pool,Gym,Smoking Permitted,Balcony,Yard,Air Conditioning,Fridge / Freezer,Dishwasher,Laundry (In Building),Laundry (In Unit),Wheelchair accessible,building_access,laundry,Unit Type,Move-In Date,Size (sqft),Virtual Options,Term Agreement
10,1520829930.0,https://www.kijiji.ca/v-short-term-rental/ottawa/furnished-bright-and-renovated-townhome-in-downtown/1520829930,", Ottawa K1R 7C7 ON, Canada",ontario,45.4084409,-75.7073479,1400.0,,"SHORT-TERM RENTAL FOR SIX MONTHS: 1 NOVEMBER 2020 - 1 MAY, 2021


Spacious 3-bedroom, 3- full bathroom, furnished townhome in downtown


Looking for a mature and responsible person to house sit my bright and spacious townhome, as I will be out of the country.


The home is right in the downtown in Chinatown with restaurants, cafes, shops, grocery stores within 2 minutes of walking distance. 5 minutes walking distance to downtown offices. Close to all bus stops with three major transit routes right next to the home.


Term: 1 NOVEMBER 2020 - 1 MAY 2021


Rent: $1400 + utilities ($150-250 approx. per month)


Parking: Free street parking in front of the house


Looking for a clean and mature house sitter. Professional preferred.


Security deposit (as it is a house sitting arrangement) and references from past landlords will be required.",Yes,3,3,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1520823794.0,https://www.kijiji.ca/v-short-term-rental/ottawa/wanted:-rent-without-commitment/1520823794,", Ottawa K2G 3Y5 ON, Canada",ontario,45.3365471,-75.7304259,,,"I am a looking to rent a place, room, etc. on a month to month basis

I can pay the rent at the begging of the month, but no first and last, no lease


I will probably stay for the next month, but I cannot guarantee that


The most I can sign a contract for is 1 month -- I can keep the room tidy for future long term tenants


Please send me your contact information",No,1.5,,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1520814641.0,https://www.kijiji.ca/v-short-term-rental/ottawa/2-bedroom-apartment/1520814641,"Ottawa, ON K1G 3S7, Canada",ontario,45.398144,-75.62207,1400.0,,"Please contact +1 (613) 261-7847
2 bedroom apartment for rent walking distance from nearby shopping amenities and bus stop (Independent Grocery, Rexall, Pizza Pizza, RbC Bank etc. )Central location
Apartment must be rented for a minimum of 3 months. First and last required. Pool on-site, 2 parking spaces included, internet, laundry with the card, balcony, pet friendly",Yes,1,,Owner,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1520803182.0,https://www.kijiji.ca/v-short-term-rental/ottawa/3-bed-unit-with-backyard/1520803182,"K1B4H2, Canada",ontario,45.3950761,-75.60807400000002,1950.0,,"Open to Short and Long term

Excellent for those looking at delayed closing dates on their new home builds.

Newly renovated 3 bedroom unit in a completely separated bungalow. This unit has its own heating, cooling, hydro and laundry units. Ideal for any concerns with any type of contaminations. Unit features new appliances and quartz countertops. The location is quiet and is ideal as it is close to hospitals, various government buildings and only minutes to downtown. Bus transportation is only seconds from the door.

1st and last months payment required on 12 month lease. Other terms negotiable.

Proof of tenant insurance is a requirement.

St. Laurent and Trainyards shopping centers are nearby as well access to Highway 417.

Note: A completed tenant applications will be required and will ask proof of income and a credit check. No smoking and no pets.

Rent Amount: $1950/month includes heat and water.

Contact at 613-714-0603 OR at 2444blackstone@gmail.com for questions or to schedule a viewing.",No,3,3,Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1520786352.0,https://www.kijiji.ca/v-short-term-rental/ottawa/shared-accommodations-available-in-downtown-ottawa/1520786352,", Ottawa K1R 5P1 ON, Canada",ontario,45.4098742,-75.6985917,39.0,,"Excellent, Convenient and Affordable Downtown Location.

Shared Dorm Room Beds -- $39.00 per night.

Taxes to be added to the above rates.

Free tea and coffee. Breakfast at additional charge.

Free unlimited WiFi, Clean Linens and All Utilities and Parking.

We offer Clean, Safe, Comfortable Rooms at an Affordable Price.

Walking distance to Downtown Government Offices, Embassies, University of Ottawa, Parliament Hill, Greyhound Bus Station, Restaurants, Shopping and other Major Attractions. Local Bus Routes at your Door Step.


Also available are Private Rooms Starting at -- $69.00 per night per person ($25.00 additional person)

Private Studio with Trundle bed, ensuite washroom, kitchenette with microwave and fridge -- $79.00 per night ($25.00 additional person)

Private Studio with Queen bed, ensuite washroom, kitchenette with microwave and fridge.-- $ 89.00 per night ($25.00 additional person)",Yes,3,,Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1520785628.0,https://www.kijiji.ca/v-short-term-rental/ottawa/private-rooms-available-in-downtown/1520785628,", Ottawa K1R 5P1 ON, Canada",ontario,45.4098742,-75.6985917,69.0,,"Excellent, Convenient and Affordable Downtown Location.

Private single room -- $69.00 per night per person. Room has fridge and microwave ($25.00 additional person)

Private Studio with Trundle bed, ensuite washroom, kitchenette with microwave and fridge -- $79.00 per night ($25.00 additional person)

Private Studio with Queen bed, ensuite washroom, kitchenette with microwave and fridge.-- $ 89.00 per night ($25.00 additional person)

Taxes to be added to the above rates.

Free tea and coffee. Breakfast at additional charge.

Free unlimited WiFi, Clean Linens and All Utilities and Parking.

We offer Clean, Safe, Comfortable Rooms at an Affordable Price.

Walking distance to Downtown Government Offices, Embassies, University of Ottawa, Parliament Hill, Greyhound Bus Station, Restaurants, Shopping and other Major Attractions. Local Bus Routes at your Door Step.


Also available are Shared Dorm Room Beds -- $39.00 per night.",Yes,3,,Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1511355989.0,https://www.kijiji.ca/v-short-term-rental/ottawa/700-cottage-rental-available-august-29-september-4/1511355989,", Dacre K0j 1s0 ON, Canada",ontario,45.37151,-76.96505499999999,100.0,,"We had a no show, Cottage Available today!! August 29-September 4. $700


Constant lake cottage rental. Come catch some fall walleye!


Available dates left:


October 4 and on

$800/ week $150/ night 3 night minimum

Thanks giving weekend $500, or full week $800, plus cleaning fee

Cottage for rent on constant lake. 1 hour west of Ottawa. 20 min from Renfrew. 3.5 hours from Toronto. Located in Dacre, Ontario

1050 square feet. 3 bedroom, 1 bathroom. Satellite TV. Cell tower in sight, good reception. Comes with paddle boat, paddle board, canoe, kayak. On septic, with drinkable well water. Flat level, sand beach area. Good swimming. Fire pit with wood. BBQ with propane. 15 min from golf course. Walmart located in Renfrew. Great fishing, bass, pike, walleye.

-Bring own bedding and towels.

- bring own life jackets for water toys, If not, ask and we might be able to supply

3 night minimum

June, September, October

July, August week only $1500",Yes,1,3,Owner,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1520745068.0,https://www.kijiji.ca/v-short-term-rental/ottawa/1-bedroom-s-west-facing-balcony-oct-sublet-new-lease-after/1520745068,"K2P0K8, Canada",ontario,45.4177902,-75.6889341,1500.0,,"Very bright and quite large 1 bedroom apartment, on the 12th floor, with large balcony. In the Golden Triangle, close to everything.

One month sublet as of Oct 3rd, unfurnished but inclusive of stove and fridge (laundry room in the building). Garbage chute on the floor. Underground parking included.

Open to selling some furniture (we can discuss this further if you’re interested).

Rent for October is 1500, heat and water included. Unlimited high speed internet and hydro also included for the month.

Long term lease details to be discussed with management beyond October 31 st.",No,1,1,Owner,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1520745045.0,https://www.kijiji.ca/v-short-term-rental/ottawa/furnished-bachelor-east-of-ottawa-available-now/1520745045,"K1K1H3, Canada",ontario,45.4311444,-75.6443462,1200.0,,"Furnished bachelor with a kitchenette close to St. Laurent mall. Minutes to downtown by bus. Close to shopping and bus routes. Includes all utilities, cable, and internet. No smoking and no pets. Short term only. No laundry on site. Parking is extra. For more information, please call (613) 740 9918.",Yes,1,Bachelor/Studio,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1520744665.0,https://www.kijiji.ca/v-short-term-rental/ottawa/furnished-bachelor-ottawa-east-available-now/1520744665,"K1K1H3, Canada",ontario,45.4311444,-75.6443462,1200.0,,"Furnished bachelor with a kitchenette close to St. Laurent mall. Minutes to downtown by bus. Close to shopping and bus routes. Includes all utilities, cable, and internet. No smoking and no pets. Short term only. No laundry on site. Parking is extra. For more information, please call (613) 740 9918.",Yes,1,Bachelor/Studio,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1520740779.0,https://www.kijiji.ca/v-short-term-rental/ottawa/no-lease-students-professionals-business-sales-downtown/1520740779,"453 Cooper St, Ottawa, ON K2P 0H1, Canada",ontario,45.4154862,-75.6988326,700.0,,"1 or 2 furnished rooms in a cozy home. Close to gov't buildings. 5 min bus ride to uOttawa. 13 min bus ride to Carleton U. Rent, internet, and utilities are inclusive. High speed unlimited internet with Bell.


Granite countertops in kitchen and hallway. Rooms include bed, desk, chair, closet, clothes storage, and storage space at end of the bed.


Grocery stores(independent and farm boy) 1 and 4 blocks away. Bus stop within one block.


Bike storage and laundry machines available.


Comfortable and relaxed home, with a no visitor policy.


Available Sept. No lease. 2 - 4 month minimum stay, with the option to extend. $700 inclusive.


Please introduce that you are either a Student/professional/business or sales in your reply.",Yes,1,2,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1520729605.0,https://www.kijiji.ca/v-short-term-rental/ottawa/hawkesbury-all-inclusive-welcome-professional-workers-900/1520729605,"Atlantic Ave, Hawkesbury, ON K6A 1V6, Canada",ontario,45.6115736,-74.6072673,1900.0,,"$900 weekly
$1900 monthly
Hydro
Heating
Hot water
Unlimited internet, smart tv
2 parking lot and much more for only $900weekly At the motel you will pay more with less facilities and less comfort
Kitchen full equipped
Satisfaction warranty",Yes,1,3,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1518798438.0,https://www.kijiji.ca/v-short-term-rental/ottawa/beautiful-bachelor-apartment-for-rent-1150-all-incl/1518798438,"Woodpark Way, Nepean, ON K2J 4C7, Canada",ontario,45.2919955,-75.72977999999999,1150.0,,"Beautifully renovated and meticulously maintained bachelor apartment located in private townhome in Barrhaven. Quiet and safe neighborhood off Woodroffe Ave. and Fallowfield Rd. Mature female preferred, no pets. Homeowner is single mature women. References, credit check as well as first and last month rent required.

All Utilities (Heat, Water, Hydro) included (incl. Internet).Fully equipped kitchen with all major appliances. Full private bathroom with stand-up shower, private washer and dryer. Access to backyard and deck entrance.

Open concept living room, additional space for office or bedroom also included, gas fireplace. Freshly painted, new flooring and new appliances and move-in ready at any time.

Transit (OC Transpo bus route 73/74 and ViaRail) available and in close proximity, walking distance to shopping and groceries. 1 parking spot included in rent; street parking also available.

Available for viewing by appointment. Additional photos available. Available now and flex move-in date.


Please contact Nancy by phone only. Leave a message if I miss the call. 613-447-4132",No,1,Bachelor/Studio,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1520720818.0,https://www.kijiji.ca/v-short-term-rental/ottawa/one-bedroom-apartment-for-rent-in-st-isidore-on/1520720818,"4564 Ste-Catherine St, Saint Isidore, ON K0C 2B0, Canada",ontario,45.38426,-74.90523089999999,800.0,,"The 1st floor house apartment facing the street has its own entrance.

The owner occupies the other part of the house.

Appliances included - no dishwasher.

Available now with first and last months rent of $800/month.",Yes,1,1,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1520718989.0,https://www.kijiji.ca/v-short-term-rental/ottawa/two-bedroom-apt-in-market/1520718989,"170 King Edward Ave, Ottawa, ON K1N 5G6, Canada",ontario,45.4336164,-75.6902709,1599.0,,"A beautiful Spacious , witj its own private backyard a true rare gem, newly renovated two bedroom apt in market available for rent . Close to university of Ottawa in Heart of Ottawa's historic market. Rent also includes, Free WIFI and one storage space . Great for young professionals. Please call immediately.",No,1,2,Owner,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1520699071.0,https://www.kijiji.ca/v-short-term-rental/ottawa/sublet-apartment/1520699071,"210 Woodridge Crescent, Nepean, ON K2B 8E9, Canada",ontario,45.3522751,-75.8099146,1375.0,,"One bedroom apartment In Bayshore accura village for October 1st latest lease ends on February 15th 2021

Heat hydro water all included

Indoor parking is available 90$
Outdoor 45$",No,1,1,Owner,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1520686696.0,https://www.kijiji.ca/v-short-term-rental/ottawa/beautiful-room-in-charming-house/1520686696,", ottawa k1r5c5 ON, Canada",ontario,45.4215296,-75.69719309999999,750.0,,"One bedroom available in a 3 bedrooms house

Furnished well maintained and spacious townhouse.

Looking for mature women, clean and easy-going roommate.

Centrally located (Bronson and Slater) in a quiet and nice environment (nice backyard deck, room window not on street side).

- washer and dryer on site

- No parking available but train is one block away and buses are steps away

- 775 CAD plus utilities

- Available Sept 1st – first and last month required

If interested, please email me a short description in order to arrange a visit.

Cheers!",Yes,2,,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1520683314.0,https://www.kijiji.ca/v-short-term-rental/ottawa/room-for-rent-in-barrhaven-for-females/1520683314,"368 Berrigan Dr, Nepean, ON K2J 4Z9, Canada",ontario,45.28156010000001,-75.7311433,500.0,,"Full address: 368 Berrigan Dr, Nepean, ON K2J 4Z9

All utilities such Electricity, Heat , A/C and High Speed Internet in Included

This is Furnished Room (Bed and all furniture is included)

Please Contact for more information at 613-291-0624

Parking is available",Yes,1,1,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1520672942.0,https://www.kijiji.ca/v-short-term-rental/ottawa/furnished-two-bedroom-house-hull-ottawa-laundry-parking/1520672942,"Rue Vaudreuil, Hull J8X2B3 QC",ontario,45.4282104,-75.7212821,1850.0,,"Please not suitable for children. We are very sorry, we do not allow pets.

A lovely, newly renovated two storey, two bedroom home. The open concept main level has a fully equipped kitchen , dining room and living space with plenty of seating and flat screen t.v. On the upper level you will find two ample size bedrooms with queen size beds. There is also a separate laundry room for your convenience. This house comes with parking for one vehicle. The rent is $1850 + / month. (2 people max. )The monthly rate is all inclusive ( all utilities, wifi and Roku streaming) This house will be available the 2nd week of October. If you are interested in renting please give me a full description of yourself and your needs, I will only respond to those who do so. Thank you",Yes,1,2,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
