,adId,address,province,latitude,longitude,rent,utilities,description,Furnished,Bathrooms,Bedrooms,For Rent By,Pet Friendly,laundry,elevator,parking,balcony,storage,dishwasher,wheelchair_accessibility,building_access
10,1513651657,"50 laurier ave East, Ottawa, ON, K1N 1H7",ontario,45.4231894,-75.6867803,3500.0,False,"<p>Fully Furnished 1 BR+Den Suite in Ottawa</p>SUITE DETAILS<p>This beautiful home away from home comes equipped with a full size kitchen containing all full-size appliances, cookware, glassware, plate ware etc. This suite is approximately 950 square feet in size and has an open concept balcony facing south/east. The bedroom is furnished with a queen size bed. The den is spacious and has been furnished with a double size sofa bed.<br /><br />2 Bedroom apartments in Ottawa sleeps, 4 to 5 people. All apartments have a separate bedroom that sleeps, 2 adults. Additional sofa beds or mattresses can be provided upon request in the living room for 2 children. It is very comfortable for a regular family size of 4 or 5 adults.</p>",Yes,1,1 + Den,Professional,No,,,,,,,,
11,1513657838,", Ottawa K1L 7S1 ON, Canada",ontario,45.4342743,-75.66354439999999,1000.0,False,"-This Suite is bright, private, comfortable, and spacious.

-With its own attached bathroom with all the essentials provided; towels, shampoo, conditioner, shower gel, hand soap, and body lotion.

-The sleeping area has comfortable queen size bed and closet with shelves.

-The living room area has tasteful sitting area, 4K HD Smart TV with Netflix, and a desk.

-High speed wifi and parking is included.

This private suite has everything you need and more to be quite comfortable with your short or long term stay in Ottawa. Toilet paper, paper towels, soap, shampoo, conditioner - everything.

-This suite is equipped with smart locks so there is no hassle with keys.

-Access to fully equipped kitchen including cooking oil and spice rack

-laundry facilities accessible

-$1000 August 1st to 28th


Suite is normally listed on Airbnb, but with the virus situation, we are offering the suites for people to stay basically at cost, so it’s HUGELY DISCOUNTED right now. Please see the link on Airbnb for our reviews (copy and paste).


https://www.airbnb.ca/rooms/29798810?s=67&sharer_id=73249630&unique_share_id=d84a4b8c-8360-4c32-bfbe-988a06cc4c6f


*This property has a total of 4 private suites, each with their own secure code entry, and all guests, including those in other suites, have access to the shared kitchen and dining area as well as laundry facilities.",Yes,1,Bachelor/Studio,Owner,,,,,,,,,
12,1509812779,"155 McCrearys Beach, Perth, ON, K7H 3C8",ontario,45.0213694,-76.21924980000001,199.0,False,"<p>Get set for family fun this summer and rent one of McCreary's Beach Resorts 1 to 3 bedroom cottages in Perth. Stay mid-week from only $199/night*Located near Ottawa, enjoy a fun, family-friendly and pet-friendly environment with all-inclusive amenities and ample local attractions nearby to enjoy.</p><b>Book with McCreary's Beach Resort, Book with Confidence</b><br />When you book a resort cottage with us, we guarantee** that if your stay is affected by coronavirus, you can change your booking for a later date OR cancel your booking and receive a full refund, allfree of charge up to 3 days before your stay!<br /><br /><p>There is always something fresh and exciting happening at our resort. Children are building sandcastles, learning to swim, catching their first fish, roasting marshmallows and making lasting friendships that develop around campfires. We offer fun-filled activities for the kids and they especially enjoy visits from our mascots; Darren the Heron, Ricky the Racoon and Sally the Skunk.</p><p>We host a variety of family events throughout the season from pig roasts to Thanksgiving potlucks, surrounded by the fall splendour of Mississippi Lake. We shake up the holidays with Christmas in July and Halloween on Labour Day Weekend. There is no doubt we make family memories that last a lifetime.</p><br /><p>Mississippi Lake is known for its fishing, swimming and boating. There are a few islands where our families like to drop anchor and picnic. Our cottagers have free use of kayaks, canoes, paddleboards and a paddleboat. We also have a pontoon boat and a Skipper who is happy to offer pontoon excursions or tubing adventures.</p><br /><p>McCreary's Beach Resort is nestled on Mississippi Lake; minutes from the historic Town of Perth and only 45 minutes from downtown Ottawa. McCreary's Beach Resort is open from May 1st to October 31st.</p><br /><p><strong>Enjoy a stress-free cottage getaway along with all-inclusive amenities including:</strong></p><ul><li><p>Pontoon Boat Tours</p></li><li><p>Motor Boat Rentals</p></li><li><p>Boat Launch</p></li><li><p>Fishing</p></li><li><p>Indoor Pool</p></li><li><p>Multi-Sports Court</p></li><li><p>Playground</p></li><li><p>Kidz Klub</p></li><li><p>Gym</p></li><li><p>Cafe</p></li><li><p>Family Entertainment</p></li></ul><br /><p><strong>Price:</strong></p><p>Stay Mid-Week from only $199/Night*<br />Best of all, kids stay free!<br /><br /></p><p><strong>Address:</strong></p><p>155 McCreary's Beach, Perth, K7H 3C8<br /><br /></p><p>So what are you waiting for? Pack up Fido, the kids and your groceries and well take care of the rest! Book your 2020 Resort Cottage Vacation today!</p><p></p><p>*Based on a mid-week stay. Availability varies from resort to resort. Limited availability and subject to change. Price subject to HST.**Guarantee provided if stay is interrupted due to the coronavirus only. Guest can move holiday to a future date free of charge or receive a full refund of booking.</p><p><b><b><b><b><b><b><b><b><b><b><b><b><b></b></b></b></b></b></b></b></b></b></b></b></b></b></p>",Yes,2,3,Professional,Yes,,,,,,,,
13,1513647399,"275 Somerset St E, Ottawa, ON K1N 7T9, Canada",ontario,45.4234328,-75.677298,,True,"Large 5 Bedroom House For Rent - Ottawa U/Sandy Hill Area


AVAILABLE SEPT 1st, 2020


Large House located at 275 Somerset St. East, Ottawa (corner of Sweetland Ave). 5 furnished bedrooms, 2.5 bathrooms, fully equipped kitchen, furnished shared common area, on-site laundry.


3 blocks from Ottawa U, steps from OC bus stop, LRT transit way, parks, corner store, restaurants/pubs, community center.


Rent: $740.00 per room all utilities included

(5 Persons x $740.00 = $3700.00/month)

1 Year Lease Required


For more info or to setup a viewing Call/Text: 613-282-6231 or Email: orfali_daoud@hotmail.com",Yes,2.5,5,Owner,No,,,,,,,,
14,1410545897,"1186 Shillington Ave, Ottawa, ON K1Z 7Z4, Canada",ontario,45.3811855,-75.7268158,396.0,False,"Studio Furnished like an Hotel Suite... No Lease... 4 Locations... Pay as you go...


5 LOCATIONS TO SERVE YOU:

#1: 276 Presland Road, Ottawa

#2: 275 St-Laurent Blvd, Ottawa

#3: 1186 Shillington ave, Ottawa

#4: 1109 Shillington ave, Ottawa

#5: 2098 Montreal Road, Ottawa


ALL INCLUSIVE:

Fully Furnished - Bed & bed Linen - Dishware - Weekly Maid Service - TV - Rogers Satellite system - 7 movie channel - Unlimited High Speed Internet - Telephone - Fridge - Stove - Heat - Hydro - Parking - On Site Laundry


BOOKING:

Upon booking you pay your last week $396 (Departure Notice)


THEN, EXTEND YOUR STAY - PAY AS YOU GO:

RATES: 1week/$396, 2wk/$737, 3wk/$1,032, 4wk/$1,282 (departure notice - prepaid 1 week). 30+ days no tax.


AVAILABILITY: Contact us for availability


Eric Charette - Owner

Text/mobile: 6 1 3 - 2 7 7 - 6 1 3 2",Yes,1,Bachelor/Studio,Owner,No,,,,,,,,
15,1286231896,"Ottawa, ON K1Z7Z1, Canada",ontario,45.3829893,-75.72376849999999,396.0,False,"4 LOCATIONS TO SERVE YOU:

#1: 276 Presland Road, Ottawa

#2: 275 St-Laurent Blvd, Ottawa

#3: 1186 Shillington ave, Ottawa

#4: 1109 Shillington ave, Ottawa

#5: 2098 Montreal Rd, Ottawa


HOTEL LIFESTYLE:

Fully Furnished - Bed & bed Linen - Dishware - Weekly Maid Service - TV - Rogers Satellite system - 7 movie channel - Unlimited High Speed Internet - Telephone - Fridge - Stove - Heat - Hydro - Parking - On Site Laundry


BOOKING:

Upon booking you pay your last week $396 (Departure Notice)


THEN, EXTEND YOUR STAY - PAY AS YOU GO:

RATES: 1week/$396, 2wk/$737, 3wk/$1,032, 4wk/$1,282 (departure notice - prepaid 1 week). 30+ days no tax.


AVAILABILITY: Contact us for availability


Eric Charette - Owner

Text/mobile: 6 1 3 - 2 7 7 - 6 1 3 2",Yes,1,Bachelor/Studio,Owner,No,,,,,,,,
16,1502026733,"32 Nein Mar Ln, Killaloe, ON K0J 2A0, Canada",ontario,45.555935,-77.3670363,3000.0,False,"Monthly Waterfront Cottages On Golden Lake (Monthly Only)

WIFI Included (Work from the cottage)

1 plus den Bedroom Units

10 Acres Of Privacy For 7 Cottages

Sandy Walkout Beaches

Great Sunsets",Yes,1,1 + Den,Owner,Yes,,,,,,,,
17,1505746046,"126 Sparks St, Ottawa, ON, K1B 5B6",ontario,45.4223331,-75.69837179999999,2450.0,True,"<br />*minimum 3 month term<br />* $2450<br />* Stylish, designer furnishings, fully equipped, stainless steel modern kitchens, TV & Home Theatre System, in-suite laundry<br />* Private terraces with patio furniture overlooking Sparks Street<br />* Indoor parking & bicycle storage<br />* 24 Hr security patrol<br />* All utilities included<br />* Free unlimited Wi-Fi<br />* Premium coffee on-site<br />Numerous amenities right outside your door including fine dining, pubs, cafes, pharmacy, and banks. Business district, Byward Market, Rideau Canal and other major city points are all just minutes away.",Yes,1,1,Professional,No,,,,,,,,
18,1513627964,"2019 Bank St, Ottawa, ON K1V 0N1, Canada",ontario,45.365323,-75.659536,1900.0,False,"2 bedroom fully furnished apartment for rent with 6 appliances, storage room and parking. 2 balconies with unobstructed view. ALL INCLUSIVE - Heath, Hydro, Wi-Fi, Laundry in unit etc.. Available from August 1st. It is not a sublet. Very convenient central location, close to everything. 6 to 8 months preferred.",Yes,1,2,Owner,,,,,,,,,
19,1513623704,"250 Russell Ave, Ottawa, ON K1N 7X5, Canada",ontario,45.4208939,-75.674324,650.0,False,"SANDY HILL ROOM RENTALS AVAILABLE IN uOTTAWA AREA !

Location: 250 Russell ave. Ottawa, Ontario, K1N7X5		

Apartment #3 room #2	

Price: $650.00				

ALL UTILITIES (except INTERNET), FULLY FURNISHED ROOMS AND LIVING AREAS (KITCHEN)!

12 Month Leases!

Area is steps away from the University of Ottawa campus, close from the downtown area (for grocery shopping, etc.), and very close from a laundry area.

Tenant must be non-smoker (i,e. not allowed to smoke inside the premise), with no pets. Preferably students.

Email at 250russellavenue@gmail.com. Call/TEXT 613-400-4461 for further questions and viewing appointments.",Yes,1,3,Owner,No,,,,,,,,
20,1513605671,"475 Laurier Ave W, Ottawa, ON K1R 7X1, Canada",ontario,45.416494,-75.7046484,1750.0,True,"Exceptional ground-floor studio offers the perfect combination of convenience and practical living. Working from home will be a pleasure as the unit is retrofitted with custom-designed furniture to allow easy transformation between living and working environments. Located just steps away from the heart of Ottawa's downtown and business district, a variety of restaurants and entertainment venues are just a stone's throw away. Available for both short (3-month minimum) and long term stays, this unit will suit the needs of professionals and students alike.


Unit Highlights:

•	Comes with a large and convenient underground parking spot

•	Ground-floor apartment makes social distancing easier

•	Utilities (water, heat and hydro) included

•	High-speed internet included

•	Ample storage (closets, shelving, drawers)

•	High 10 foot ceilings

•	Constant fresh air intake

•	Large windows

•	Wood flooring

•	Quiet


Building Highlights:

•	Steps to Lyon O-Train LRT Station

•	Highly secure key-fob building access with security cameras

•	Smart card laundry facilities	on-site

•	Gym facilities

•	Underground secured bike storage

•	Non smoking building


87 Walk Score - Very Walkable - Most errands can be accomplished on foot.

100 Transit Score - Rider’s Paradise - World-class public transportation.

98 Bike Score - Biker’s Paradise",Yes,1,Bachelor/Studio,Owner,,,,,,,,,
21,1508454642,"3415 McCarthy Rd, Ottawa, ON K1V 9G6, Canada",ontario,45.3503754,-75.6631578,530.0,False,"- Available from September 2020 to December 2020

- 3 bedrooms available (one by the kitchen and two upstairs)

- Furnished bedrooms and living room

- 2 full bathrooms

- Basic amenities included

- Near Carleton University

- Rent negotiable; utilities are paid for.",Yes,2,3,Owner,No,,,,,,,,
22,1513597862,", Kanata K2l4h1 ON, Canada",ontario,45.28083059999999,-75.8788362,115.0,False,I have an apartment we are renting out with daily rates. It’s newly renovated and fully furnished. It has a kitchen and a bathroom ready to go for your stay here in kanata Ontario. $115.00 per day. Better rates for longer stays.,Yes,1,Bachelor/Studio,Owner,No,,,,,,,,
23,1513561045,", Ottawa K1R 5P1 ON, Canada",ontario,45.4098742,-75.6985917,39.0,False,"Excellent, Convenient and Affordable Downtown Location.

Lowest Price Down Town. Shared or Private Single Rooms Available Immediately. Single, Double or Multiple Occupancy.

Shared Dorm Room -- $39.00 per night.

Private single room -- $69.00 per night per person ($25.00 additional person)

Private Studio with Trundle bed, ensuite washroom, kitchenette with microwave and fridge -- $79.00 per night ($25.00 additional person)

Private Studio with Queen bed, ensuite washroom, kitchenette with microwave and fridge.-- $ 89.00 per night ($25.00 additional person)

Taxes to be added to the above rates.

Free tea and coffee. Breakfast at additional charge.

Free unlimited WiFi, Clean Linens and All Utilities and Parking.

We offer Clean, Safe, Comfortable Rooms at an Affordable Price.

Walking distance to Downtown Government Offices, Embassies, University of Ottawa, Parliament Hill, Greyhound Bus Station, Restaurants, Shopping Greyhound Bus Station and other Major Attractions. Local Bus Routes at your Door Step.",Yes,5,,Owner,,,,,,,,,
24,1324525974,"50 laurier ave east, Ottawa, ON, K1N 1H7",ontario,45.4231103,-75.68672819999999,140.0,False,"Our beautiful home away from home comes equipped with a full size kitchen containing all full-size appliances, cookware, glassware, plate ware etc. This upscale Ottawa hotel alternative is approximately 950 square feet in size and has an open concept balcony facing south/east. The bedroom is furnished with a queen size bed. The den is spacious and has been furnished with a double size sofa bed. It makes a perfect short term rental for any Canadian travel plan.<br /><br />Included in the rental package will be high-speed wireless internet, cable TV, a direct phone line, and all utilities. In-suite washer/dryer is provided as well. The unit is non-smoking. We use top-of-the-line cleaning services between clients and we offer bi-weekly maid services complimentary 30 nights plus. The unit is very well maintained, and makes for the perfect home away from home.<br /><br />Additionally, we have a team that services our clients on a 24 hour basis, with a fully functioning office open 7 days a week, 365 days a year. Youll fall in love with the location, the people, the ambiance, and the outdoors space. Perfect for Executive Stay Travel, New Immigration to the Country, Family Vacations, Corporate and Personal Relocation.",Yes,2,2,Professional,,,,,,,,,
25,1513548676,"235 Kent St, Ottawa, ON K2P 0A5, Canada",ontario,45.41654459999999,-75.69945489999999,1900.0,False,"One bedroom, one bathroom condo in the heart of downtown Ottawa. Five minute walk to Parliament, Rideau canal, and Elgin Street. Fully furnished with stainless steal appliances, granite countertops and hardwood floors. Clean friendly building.


Parking is available from the city(outside) or another tenant(150$).


Full service appliances: in-unit laundry, dishwasher, fridge, stove/oven.",Yes,1,1,Owner,Yes,,,,,,,,
26,1513543396,"K2C0K9, Canada",ontario,45.3628796,-75.7031991,,False,"This property is in the Prince of Wales and Meadowlands area (Normandy Cres). It has 4 bedrooms, a kitchen, furnished living room, a basement with a washer and drier and a very big backyard with a big deck. There is one garage parking spot and a drive way big enough to park 3-4 vehicles. This property is located in the middle of town, 10 minute drive downtown, 15 min to Kanata, Orleans and Barrhaven. It is also a 15 min walk to Carleton University. 15 min bus ride to Algonquin College as well as University of Ottawa. Also a 5 minute walk to Mooneys Bay Beach, Hogs Back Park and the Rideau Canal.

This is a prime location for students! Move in date of September 1st but are willing to accommodate last week and a half of august RENT FREE!

For any inquiries please don’t hesitate to contact: Hotch @ (613) 796-5836 or preferably Email:
Hagji3_tai@rogers.com",No,1.5,4,Owner,,,,,,,,,
27,1513492294,"370 Bronson Ave, Ottawa, ON K1R 6J3, Canada",ontario,45.409737,-75.70501,900.0,False,"I have a bachelor apartment available for August 1st move in.. Located right above Bronson pizza.. Address is 370 Bronson Ave.. Rent is $900 All amenities included, washer and dryer also included except for parking.. Message me for more information",No,1,,Owner,No,,,,,,,,
28,1513484315,", Nepean K2G1S4 ON, Canada",ontario,45.3456164,-75.7517318,1400.0,True,2 bedroom Basement with separate entrance very close to Algonquin college and bus stop by the house . Full washroom and kitchen in basement. Separate laundry and utilities included. Call or text for more info at 6137006533. Move in Aug 1,No,1,2,Owner,No,,,,,,,,
29,1513454390,"139 Whitney Ave, Hamilton, ON L8S 2G6, Canada",ontario,43.25294590000001,-79.9252703,505.0,True,"LOOKING FOR A LEASE TRANSFER (Aug 2020-April 2021).

* Only $505/month

* Rent includes utilities (A/C, heating, electricity, water)

* <10 minute bus ride to Mac + a few steps away from a bus stop

* Laundry on site (washer and dryer)

* No pets & no smoking

* Spacious basement room

* Room is connected to the bathroom

* Kitchen and common area in the basement

* Only $505/month

* In a house with 5 other female roommates (all upper-years & super kind/respectful/mature/clean)

* House has 2 bathrooms & 2 kitchens

* **UNFURNISHED – you can choose to decorate however you please


Room available immediately if desired. Please message me if you have any questions or want photos.",No,1,1,Owner,No,,,,,,,,
30,1511799637,"K6A2R2, Canada",ontario,45.5705356,-74.563332,1050.0,False,"NOT in Ottawa - this apt is an hour drive away near Vankleek Hill. You need a car to live here.


Available August 1st


Nice clean comfy apartment furnished with everything you need — for short term workers only.


New good beds — you’ll sleep like a baby. Queen and double in one large bedroom.


Includes free WIFI with unlimited data, 90 cable channels, flat screen TV. Frig stove microwave etc. All pots pans dishes etc. Grass & snow included. Free parking right outside the door. Heat hydro taxes water sewer garbage included.


See photos.


On ground floor no basement no upstairs. Completely private not in someone’s house. Private entrance. Quiet residential neighbourhood. No noise.


Space is for your use only and not shared with owner.

Message or call the number on the photo if you are in town for short term work and need a great place to rent. Large deposit required to cover cleaning / damages / early vacancy. Refunded if you leave the place as clean as you found it, don’t damage it, and don’t leave without giving 30 days notice.


Good credit and references required.",Yes,1,1,Owner,No,,,,,,,,
31,1513440810,"417 Nelson St, Ottawa, ON K1N 7S6, Canada",ontario,45.4236553,-75.678877,2248.0,True,"2 bedroom 2 bathroom fully furnished corner apartment available for rent from September 7th 2020 to December 31st 2020. *There is a possibility to extend the lease until April 30th, 2021*

The apartment is new and well kept. Utilities and Internet are included in the price. The furniture you see in the photos are included (minus the Christmas decor). Flat screen SmartTV is included and mounted to the wall.

Unit is located on the 1st floor of a 4 story apartment building.

On site laundry is available.

417 Nelson Street is just steps away from the University of Ottawa. The apartment complex opened in September 2018 and is in great condition. The apartment is located in Sandy Hill which is right in the heart of Downtown Ottawa. Location is everything with this building as everything you could possibly need is just a short walk or an even shorter drive away. The apartment is a just steps away from the uOttawa train station.

Price is per month for the entire unit. As the apartment is available only as of September 7th, we will reduce the rent by half for the month of September.",Yes,2,2,Owner,,,,,,,,,
32,1486581806,"Ottawa, ON K1J7G6, Canada",ontario,45.4513393,-75.6069442,2350.0,True,"New large luxury furnished quiet 1 bedroom apartment with own entrance in private wing addition of large executive home. Available monthly for $2350 plus utilities ($150 monthly includes all utilities, hi-speed internet and monthly cleaning), or weekly at $750 including utilities, hi-speed internet and cleaning. Discounted longer term rates on request. Fully sound-proofed, located on 2nd floor, with private outside entrance. Located in Rothwell Heights (near Blair and Montreal Rd), easy walking/biking distance to CSIS, CSE, NRC, close to Blair LRT Station, Gloucester Mall, ScotiaBank/SilverCity Cinemas, Montfort Hospital with easy connection to OC Transpo route 23 at front door, routes 24 & 12 nearby. Fully furnished and equipped with queen size canopy bed with brand new mattress and linens, sectional sofa & table, SmartTV, desk/work area, large fully equipped eat-in kitchen with new appliances (stove, fridge, dishwasher, microwave with hood vent, toaster, coffee maker), including own washer/dryer in unit, large deluxe bathroom with linens, gas fireplace with LED lighting, large private balcony with beautiful view. Separate touchscreen AC/heat controls for unit. Includes one outside parking space. This is a unique opportunity for a discerning tenant (single or couple only, non-smoking, no pets) looking for short-term accommodations in a brand new private luxury apartment. Currently rented; available Oct 1st. Call or text 613-327-6684.",Yes,1,1,Owner,No,,,,,,,,
33,1513382736,"1500 Walkley Rd, Ottawa, ON K1V 0H8, Canada",ontario,45.3750641,-75.64975869999999,2000.0,True,Fully furnished 2 bedrooms apartment for sublet for 3-6 month starting August 8th $2000 including hydro internet and parking,Yes,1,2,Owner,No,,,,,,,,
