,adId,url,address,province,latitude,longitude,rent,utilities,description,Furnished,Bathrooms,Bedrooms,For Rent By,Pet Friendly,Water,Heat,Hydro,Agreement Type,Parking Included,Accessible Washrooms in Suite,Audio Prompts,Braille Labels,Elevator in Building,Storage Space,Internet,Cable / TV,Visual Aids,Barrier-free Entrances and Ramps,Bicycle Parking,24 Hour Security,Concierge,Pool,Gym,Smoking Permitted,Balcony,Yard,Air Conditioning,Fridge / Freezer,Dishwasher,Laundry (In Building),Laundry (In Unit),Wheelchair accessible,building_access,laundry,Unit Type,Move-In Date,Size (sqft),Virtual Options,Term Agreement
10,1516834477.0,https://www.kijiji.ca/v-short-term-rental/ottawa/looking-for-a-room-for-the-fall-semester-near-uottawa/1516834477,"K1N, Canada",ontario,45.4279636,-75.6834408,,,"Hi! I’m a senior engineering student graduating this December. I need a place for 4 months with the possibility of extending once my full-time work status is confirmed in Ottawa.

I’m very clean, responsible, and have experience being a good room mate! Looking for something below $700 preferably, and as close to uOttawa as possible as I spend majority of my time on campus. Please feel free to message me or we can chat, my number is (416) 417-4557!",Yes,1,,Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1516442513.0,https://www.kijiji.ca/v-short-term-rental/ottawa/4-month-lease-roommates-wanted-algonquin-college-furnished/1516442513,"975 Woodroffe Avenue, Ottawa, ON, K2A 3G9",ontario,45.36304,-75.7688287,690.0,,"<p>Roommates wanted - Accepting 4 month stays for those who have co-op or exchange in ottawa and only need a room for 1 semester!<br /><br />Co-Living Furnished All-Inclusive Living Experience<br /><br />Pictures shown in listing are of the exact apartment available.</p><p>15 minute walk to Algonquin College and 10 Minute drive to Carleton U. Algonquin College bus stop across the street.<br /><br />Our Fully furnished suite are move-in ready with just a suitcase and your bedding.</p><p>7 bedroom suites with high ceilings, 3 bathrooms, a balcony, brand new appliances and open kitchen and living room looking for roommates !<br /><br /></p><p>Lease Amounts Include the Following Services:</p><ul><li>Fully Furnished with Modern Pieces (Exact Pictures in Listing)</li><li>Heat, Water, Wifi Included</li><li>Central Air Conditioning</li><li>Building Wide WIFI</li></ul><p>Our location Includes the following Features:</p><ul><li>Fully Furnished</li><li>In-Suite Laundry</li><li>Modern Kitchens with Granite Counter Tops, Stainless Steel Appliances and Gas Stove</li><li>Laminate Floors</li><li>High Ceilings</li><li>Extra Large Windows</li></ul><p><b>Please contact us via email through this listing. If you would like a virtual tour or in person tour let us know!</b></p>",Yes,3,6+,Professional,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1516810272.0,https://www.kijiji.ca/v-short-term-rental/ottawa/1-bedroom-condo-hudson-park-available-september-1/1516810272,"235 Kent St, Ottawa, ON K2P 0A5, Canada",ontario,45.41654459999999,-75.69945489999999,2000.0,,"One bedroom, one bathroom condo in the heart of downtown Ottawa. Five minute walk to Parliament, Rideau canal, and Elgin Street. Fully furnished with stainless steal appliances, granite countertops and hardwood floors. Clean friendly building.


Parking is available from the city(outside) or another tenant(150$).


Full service appliances: in-unit laundry, dishwasher, fridge, stove/oven.",Yes,1,1,Owner,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1516804602.0,https://www.kijiji.ca/v-short-term-rental/ottawa/short-term-queen-elizabeth-towers-central-location/1516804602,"500 Laurier Ave W, Ottawa, ON K1R 5E1, Canada",ontario,45.4157727,-75.70516649999999,1950.0,,"Short Term. Queen Elizabeth Towers. Central Location.


Key features:

Central Location, Executive and Well Known Building, Beautiful unobstructed River View, Recently upgraded salt water pool and pool area, new big windows, high graded laminate and heated floor.

Also the building has whirlpool, sauna, gym, billiard room, card room, superb foyer, group activities and guest suites. Only Minutes To Carlton University and To University Of Ottawa.


Apartment:

2 bedrooms (master bedroom en-suite with heated floor and walk-in closet

), 2 baths, L shaped living/dining, large open concept kitchen with modern appliencies. High end laminate with large windows in all rooms with river view.


HighTech Washer and Dryer in the apartment.


**************************************************************************************

HYDRO and Utilities Included. Wi-Fi Included.

**************************************************************************************


Price lease: $1950

For reservations or appointments to view, please call or send email


Address		500 Laurier Ave. West, Ottawa, K1R5E1",Yes,2,2,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1516802661.0,https://www.kijiji.ca/v-short-term-rental/ottawa/near-algonquin-college-5-minute-walk-book-now-for-sept/1516802661,", Ottawa K2L 2J2 ON, Canada",ontario,45.3060441,-75.90223259999999,675.0,,"Only two rooms remaining. Don’t delay, these rooms are going quickly!

Newly renovated!


All areas fully steam-cleaned and sterilized for your protection!


EVERYTHING YOU NEED IN ONE PLACE!

Our newly renovated and fully furnished units are designed for four people with great common and private spaces. All this in a smoke-free environment. Save yourself the hassle of moving furniture!


UNBEATABLE LOCATION!

In a great secure neighbourhood with Starbucks & Tim Hortons nearby as well as groceries, restaurants, shopping and many other conveniences all within a short walk.


DON'T FUSS!

• Walking distance to Algonquin College Campus - 5 minutes!

• Major transit stop is just minutes walk away!

• Carleton & Ottawa Universities, Downtown – 30 mins by transit, 15 mins by car!

• Bike path access to city bike network is next door!

• Parking (optional) also available!


SUITE AMENITIES!


Fully furnished bedrooms, kitchens and common areas. Actual room photos as shown.

Includes:

• All utilities

• Air conditioning

• Hi-speed WiFi

• Stainless steel kitchen appliances (Fridge, Stove, Dishwasher, Microwave)

• In suite washer & dryer

• Some bedrooms with private ensuite bathrooms


WE LOOK FORWARD TO HEARING FROM YOU

If interested, reply to this ad with your full name, school, school program, length of program, full or part-time student, year of study, and start date of program.


**PLEASE NOTE** We can arrange virtual tours and meetings at your convenience.


If this ad is posted, then assume rooms are still available.


AVAILABLE for SEPTEMBER 1st RENTS starting at $675 / bedroom.


>>Student Living<< Is all about convenience at an excellent price!",Yes,2.5,4,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1516789671.0,https://www.kijiji.ca/v-short-term-rental/ottawa/immed-aug31st-bank-walkley-15min-carleton-furn-seevideo/1516789671,", Ottawa K1V 6V3 ON, Canada",ontario,45.3684252,-75.6603717,450.0,,"A NICE AND BRAND NEW LISTING! Room is available if you see this ad Its available Immediate until August 31st only. $450 Firm.


///Newer home,custom kitchen, hardwood floors and ceramic tile throughout!. 2.5 baths, large backyard deck! Home backs onto park as well.


--15 min to Carleton U (bus/O train), 10 min walk to Grocery store! Restaurants, Shoppers, Banks, minutes from the home.Walmart,/Loblwas/ Home Sense just minutes away as well


**A comfortable 10X10 main floor room,fully furnished with double bed,comfortable office chair, desk and Ikea dresser. Nightstand, light and fan included as well.


//Rent includes: Wifi w/unlimited downloads, utilities (heat,hydro,water) laundry, A/C. Parking is extra if needed. $65 per month


--Non smoking, no parties, no loud music,no get togethers, no drugs , no marijuana and pet free home!


Share only with 4 males.They are mature, respectful and quiet. Ages 20-24, going to Carleton U, 2nd, 3rd and 4th year.


Take a 1 min to watch video of the room

https://www.youtube.com/watch?v=Lht2zBRufAI


Take 3 minutes to watch a video of the home.

https://www.youtube.com/watch?v=YR0veVRwJ0Y


For quick response, Email or TEXT “76SUB” with more details about yourself to 613-916-6959 anytime 24/7!


Look forward in hearing from you!


Stay Safe!",Yes,2.5,1,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1485100063.0,https://www.kijiji.ca/v-short-term-rental/ottawa/quiet-roommates-wanted:-carlton-university-algonquin-college/1485100063,"4 Cordova St, Nepean, ON K2G 5K1, Canada",ontario,45.3569914,-75.74917289999999,688.88,,"Cordova House is almost on Baseline Rd (AKA Heron Rd.)


Accommodation available from now UNTIL August 31, 2021.


ONLY for Quiet, Nonsmokers, Nonvapers without pets.


Minimum 12 Month Commitment


Most of the bedrooms are the size of bachelor apartments.


These photos were taken before the current tenants moved in. Not shown in the photos are the 5 to 7 appliances that will be included. As you can see the main floor is predominantly real hardwood flooring and ceramic tile. Because of the inconvenience of the renovations and the current worn state of the upstairs flooring (predominantly carpet) we are considering offering a special promotional discounted rent. The outgoing tenants have not been kind to the home; consequently renovations will be underway. The home was gorgeous before the last tenants moved in and will be gorgeous again in the near future.


The Cordova home is a short drive to the Queensway. For details of the route please see: https://www.google.ca/maps/dir/45.3571235,-75.749512/45.369034,-75.753839/@45.3620656,-75.7556244,2026m/data=!3m1!1e3!4m5!4m4!1m0!1m1!4e1!3e0?hl=en


This home offers great value to someone looking for space. Easy access to the 417, transit and shopping. Much larger than it appears! Forced air natural gas heat for toasty warm comfort during the biting Ottawa cold season and Central Air-Conditioning for those otherwise unbearable hot and humid Ottawa days Even if the home is not of interest we would be grateful for any opinions you may have regarding the Cordova home or this ad.

_________________________________________

HUGE BEDROOMS!

Most bedrooms are the size of bachelor apartments!

Parking Available for additional fee


Together we share a second floor apartment is one large common room with kitchen plus FOUR bedrooms = (Three HUGE bedrooms + one good sized bedroom) and TWO full bathrooms

Common Area + Kitchen

14 ft x 13 ft ,6 in = 189 sq ft


Full Bathroom # 1


Bedroom A

13 ft, 3 in x 12 ft ,3 in = 162.3 sq ft


Bedroom B

13 ft ,3 in x 13 ft = 172.25 sq ft


Bedroom C

17 ft x 11 ft ,11 in = 202.58 sq ft


Bedroom D

11 ft ,10 in x 10 ft ,8 in = 126.14 sq ft


Full Bathroom # 2


CARLETON UNIVERSITY

Here -at this Google Maps link is commuting information via automobile from the home to Carleton U:

https://www.google.ca/maps/dir/Baseline+%2F+Cordova,+Ottawa,+ON/Carleton+University,+Colonel+By+Drive,+Ottawa,+ON/@45.3808207,-75.7399992,14z/data=!3m1!4b1!4m14!4m13!1m5!1m1!1s0x4cce06e14bc6ffff:0x1f2dca8611e5c9f3!2m2!1d-75.74977!2d45.357045!1m5!1m1!1s0x4cce05d8d37fecc3:0xbf5d8d7821b8dcdc!2m2!1d-75.6960202!2d45.3875812!3e0?hl=en


Here -at this Google Maps link is commuting information via OC Transpo from the home to Carleton U:

https://www.google.ca/maps/dir/Carleton+University,+Ottawa,+ON/Baseline+%2F+Cordova,+Ottawa,+ON/@45.370509,-75.7414116,14z/data=!3m1!4b1!4m18!4m17!1m5!1m1!1s0x4cce0675ca30e687:0xc7abf08766be8f82!2m2!1d-75.6983121!2d45.3830819!1m5!1m1!1s0x4cce06e14bc6ffff:0x1f2dca8611e5c9f3!2m2!1d-75.74977!2d45.357045!2m3!6e0!7e2!8j1596436140!3e3?hl=en

ALGONQUIN COLLEGE

As short walk to the edge of campus:

https://www.google.ca/maps/dir/45.353035,-75.749595/45.3568973,-75.7493299/@45.3531773,-75.7541826,16z/data=!4m2!4m1!3e2?hl=en

QUEENSWAY

The home is located a short drive away from the Queensway for rapid transportation throughout Ottawa or Eastern Ontario.

https://www.google.ca/maps/dir/2+Cordova+St,+Nepean,+ON+K2G+5K1/45.369372,-75.7536967/@45.3612677,-75.7542661,15z/data=!4m9!4m8!1m5!1m1!1s0x4cce06e152581b27:0xb801a06395ac131d!2m2!1d-75.7490708!2d45.3569969!1m0!3e0?hl=en",No,2,4,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1516783987.0,https://www.kijiji.ca/v-short-term-rental/ottawa/bright-1-br-oceanview-condo-military-ir-compliant/1516783987,"1405 Esquimalt Rd, Victoria, BC V9A 0A4, Canada",ontario,48.4291242,-123.4237384,1750.0,,"Located across the street from CFB Esquimalt and 15 minutes from downtown Victoria. Available Sept 1st.

This home away from home, short term rental features:

•	Top Floor, corner suite of a 4 floor building

•	Fully furnished, 660 sq ft,

•	Hydro, utilities & internet included

•	In-suite washer dryer

•	Fully equipped kitchen granite countertops

•	Stainless steel appliances (dishwasher, microwave & fridge)

•	Private SW facing balcony

Shared 6,800 sq ft roof deck with water & mountain views

•	Secure underground parking for one vehicle

•	Secure underground bicycle parking

•	Elevator

•	A short walk to shopping, caf&eacute;s, restaurants, library, Rec Centre

•	Bus to downtown & UVic stops right outside the building

Across the street from CFB Esquimalt - If you work over at the military base you can just roll out of bed and arrive at work with no commute time!


This condo would be ideal for military personnel and snowbirds not able to go south this winter. Everything you need is provided from the comfortable furniture to the flat screen TV, the bedding linens, dishes, cutlery, pots and pans and the jaw-dropping sunsets!


Life is good here in Victoria and this condo is the perfect spot to make your home. Sit on the private balcony with a cold beer and take in the stunning sunsets over the mountains and water.


You’ll be just a few minutes walk to the shops, library, recreation centre, with salt water pool, and a variety of gorgeous beaches around Esquimalt Harbour.


Built in 2010, it has all the elegant modern touches you’d expect, including an experienced landlord is committed to helping her guests get settled in and enjoy their new home.


Neighbourhood:

•	Red Barn Market (local + organic foods) 2 blocks away

•	Esquimalt Plaza (grocery store, liquor store, post office, shopping, restaurants),

•	Recreation Centre (pool, gym, classes), Public Library &

•	Archie Browning Sports Centre (ice arena, curling rink) all within walking distance

•	On a direct bus route to downtown and the University of Victoria

•	Surrounded by coastal walks & stunning scenery

•	Saxe Point Park & McCauley Point within walking distance


No smoking building. No pets suite. Single occupancy ideal.


We do a reference and security check, so please tell us about yourself and your needs.

Contacts: Wendy at 250-415-5939 or wjbeard@consultingwjb.com.",Yes,1,1,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1516772385.0,https://www.kijiji.ca/v-short-term-rental/ottawa/lease-takeover:-cool-2-bdrm-1-bath-on-bank-and-catherine/1516772385,"527 Bank St, Ottawa, ON K2P 1Z5, Canada",ontario,45.4096985,-75.69204289999999,1300.0,,"Hi there,


I'm looking for a responsible tenant who would pass a credit check (and reference check) to takeover my lease. You would have to pay Oct 1 to my landlord and 1300$ to me (because I have already paid last month's rent).


Photos: in the photo you see the large bedroom and the kitchen. The other part of the kitchen is a tiny seating area for dining/lounging. The main bedroom photographed is big. Maybe 11x13? Tall ceilings. There's also a second bedroom but I use it as an office or a guest room. It can only fit a twin size bed for guests and a small desk. The closet for that bedroom is outside the room. There's also a cute hallway. I'll update more photos at the end of August.


I will be able to provide showings over the month of September, so please message me for viewings on the first week of September. I would like to confirm a tenant and have them confirmed by my landlord by the end of the second week of September.


Worst case scenario, I would accept a subletter to enter a contract directly with me, but I would prefer someone take over my lease.


The location is insane, and there are condos propping up everywhere around my apartment building. The building itself is super old, but I'm sure I have the nicest unit in the property. Bathroom is new, the whole place is newly painted and has new flooring. Absolutely no pest issues and super clean (inside my unit). New stove and oven (i'm the first one to use it). There is great heating but no air-conditioning.

There is laundry in the building, but it's really basic and old looking.",Yes,1,2,Owner,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1516749690.0,https://www.kijiji.ca/v-short-term-rental/ottawa/gorgeous-large-2-bed-2-bath-apartment/1516749690,"K1J, Canada",ontario,45.4438636,-75.60132449999999,2170.0,,"Looking for someone to take over our lease starting September 1 until December 1 with option to renew. Beautiful and bright 967 sq ft apartment available in super convenient location next to Blair LRT station in the sought after Frontier building. This apartment building was built new last year, right next to Blair LRT, Walmart, Loblaws, LCBO and various restaurants! All appliances are new and apartment is very modern with floor to ceiling windows in every room and walk in closet. Parking and storage are both available for $50/month each, and building has a gym, mail room, concierge, common rooms, party rooms, and a guest suite! Please contact for video tour of the unit.",No,2,2,Owner,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1505832219.0,https://www.kijiji.ca/v-short-term-rental/ottawa/4-months-173-henderson-7-bedroom-september-uottawa/1505832219,"173 Henderson, Ottawa, ON, K1N 7P7",ontario,45.4220424,-75.6786949,740.0,,"<p><b>Smart Living Properties 173 Henderson Avenue - Fully furnished, all inclusive living - close to UOttawa Sports Complex and King Arthur Bus Routes</b></p><p>This upper level, 7 bedroom unit offers all inclusive, furnished student living, within a 4 minute walk to campus. The unit comes with fully furnished bedrooms, living room and dining area, including WiFi making your moving experience as convenient as possible. Avaialble for 4 or 12 month terms.<br /><br />The unit offers a co-living environment for groups or studens seeking accommodation for the upcoming term. It is best suited for students seeking a co-living experience close to campus and among friends. Prices average $730/group member.<br /><br />This unit comes fully equipped with the following features:<br /><br />- Modern kitchen with granite countertops<br />- Stainless steel appliances - Two fridges, stove, microwave and dishwasher<br />- Central AC and Heat<br />- Dedicated unit router - WiFi internet<br />- Furnished living room including sectional sofa and smart TV<br />- Furnished bedrooms which include a double bed frame, mattress, desk, chair, closet/wardrobe and select night stands<br />- Rear patio<br />- Free in unit laundry<br /><br />173 Henderson is just a block away from the the Sports Complex, campus gym, Father and Sons and other dining options located in Sandy Hill. For those of you who want to get inside campus as soon as possible in the winter, this is your best option!</p><p><strong>Please Message us through this listing for more information or to find out how to book a tour.</strong><br /><br /><strong>You can also visit us athttps://www.smartlivingproperties.ca/rental-options to view the details and book a virtual viewing.</strong></p>",Yes,3,6+,Professional,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1516735493.0,https://www.kijiji.ca/v-short-term-rental/ottawa/main-floor-in-home-room-fo-rent-hull-gatineau/1516735493,"123 Rue Charlevoix, Gatineau, QC J8X 1R2, Canada",ontario,45.4322408,-75.7162694,600.0,,"Hello
Clean clean clean private room for rent in my home
Living room kitchen
All inclusive
Car parking available
No smoke No pet
123 rue Charlevoix Gatineau Qc
Near Alexander Bridge
Perfect for U Ottawa Student or prof
For men only
Text or email for questions or view
Thank uou",Yes,1,1,Owner,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1516722919.0,https://www.kijiji.ca/v-short-term-rental/ottawa/short-term-rental/1516722919,"278 O'Connor St, Ottawa, ON K2P 1V4, Canada",ontario,45.41507439999999,-75.69365669999999,1650.0,,"Downtown, spacious 2 bedroom + den (which could be used as a third bedroom) in a Victorian house, available September 1st till December 31) ,2020

$1650 / month + hydro. Heating, water, laundry, parking included.


No smoking!",No,1,2 + Den,Owner,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
